date,temperature,humidity,luminosity
2020-12-03 15:54:29.166,18.1,20.0,44
2020-12-03 15:54:26.889,18.1,19.9,44
2020-12-03 15:54:24.611,18.1,19.9,44
2020-12-03 15:54:22.334,18.1,19.9,45
2020-12-03 15:54:20.057,18.1,19.9,44
2020-12-03 15:54:17.780,18.1,19.8,44
2020-12-03 15:54:15.502,18.1,19.8,45
2020-12-03 15:54:13.225,18.1,19.7,44
2020-12-03 15:54:10.948,18.1,19.7,44
2020-12-03 15:54:08.671,18.1,19.7,44
2020-12-03 15:54:06.394,18.1,19.7,43
2020-12-03 15:54:04.117,18.1,19.7,46
2020-12-03 15:54:01.839,18.1,19.7,46
2020-12-03 15:53:59.566,18.1,19.7,46
2020-12-03 15:53:57.289,18.1,19.7,46
2020-12-03 15:53:55.011,18.1,19.8,46
2020-12-03 15:53:52.734,18.1,19.8,46
2020-12-03 15:53:50.457,18.1,19.8,46
2020-12-03 15:53:48.180,18.1,19.8,47
2020-12-03 15:53:45.903,18.1,19.8,47
2020-12-03 15:53:43.626,18.1,19.8,46
2020-12-03 15:53:41.348,18.1,19.8,46
2020-12-03 15:53:39.071,18.1,19.8,46
2020-12-03 15:53:36.794,18.1,19.8,46
2020-12-03 15:53:34.517,18.1,19.8,46
2020-12-03 15:53:32.239,18.1,19.8,46
2020-12-03 15:53:29.966,18.1,19.8,45
2020-12-03 15:53:27.689,18.1,19.8,47
2020-12-03 15:53:25.412,18.1,19.8,46
2020-12-03 15:53:23.134,18.1,19.8,46
2020-12-03 15:53:20.857,18.1,19.8,46
2020-12-03 15:53:18.580,18.1,19.7,46
2020-12-03 15:53:16.303,18.1,19.7,46
2020-12-03 15:53:14.026,18.1,19.7,46
2020-12-03 15:53:11.748,18.1,19.7,46
2020-12-03 15:53:09.471,18.1,19.7,46
2020-12-03 15:53:07.194,18.1,19.8,47
2020-12-03 15:53:04.916,18.1,19.8,46
2020-12-03 15:53:02.640,18.1,19.8,46
2020-12-03 15:53:00.366,18.1,19.8,47
2020-12-03 15:52:58.089,18.1,19.8,46
2020-12-03 15:52:55.812,18.1,19.8,46
2020-12-03 15:52:53.535,18.1,19.8,46
2020-12-03 15:52:51.257,18.1,19.9,47
2020-12-03 15:52:48.980,18.2,19.9,46
2020-12-03 15:52:46.703,18.1,19.9,46
2020-12-03 15:52:44.426,18.1,19.9,46
2020-12-03 15:52:42.148,18.1,20.0,47
2020-12-03 15:52:39.871,18.2,20.1,46
2020-12-03 15:52:37.594,18.2,20.1,46
2020-12-03 15:52:35.317,18.2,20.1,46
2020-12-03 15:52:33.039,18.2,20.1,47
2020-12-03 15:52:30.762,18.1,20.1,46
2020-12-03 15:52:28.485,18.2,20.1,46
2020-12-03 15:52:26.212,18.2,20.1,46
